application_id,channel,region,annual_income_k,requested_amount_k,bureau_score,dti_ratio,utilization_rate,delinquency_12m,inquiries_6m,employment_tenure_mo,recent_cash_buffer_mo,thin_file_flag,target_default,pd_estimate,score,decision,reason_1,reason_2,reason_3
APP-00917,direct,midwest,77.01,16.09,659,0.7869,0.7142,2,0,71.5,6.15,0,1,0.684612,473,decline,RECENT_DELINQUENCY,HIGH_DTI,LOW_BUREAU_SCORE
APP-00918,broker,northeast,106.37,15.26,615,0.5043,0.385,0,3,2.8,6.38,0,0,0.525281,561,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00919,broker,south,117.87,9.65,779,0.3559,0.5748,1,2,69.8,4.14,0,0,0.30354,683,approve,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00920,broker,west,75.65,3.44,632,0.5779,0.3388,0,2,76.3,1.91,0,0,0.424074,617,review,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00921,branch,northeast,51.34,14.4,697,0.273,0.3601,1,2,31.3,1.31,1,0,0.370151,646,review,RECENT_DELINQUENCY,HIGH_DTI,THIN_CREDIT_FILE
APP-00922,direct,northeast,102.56,26.8,760,0.7707,0.399,0,1,53.2,8.4,0,0,0.255397,710,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00923,branch,south,103.59,23.6,747,0.2001,0.6344,0,3,9.4,3.49,1,0,0.278106,697,approve,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING,THIN_CREDIT_FILE
APP-00924,branch,midwest,77.49,12.07,618,0.5311,0.6351,0,3,33.5,2.25,1,0,0.615076,512,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00925,broker,northeast,75.38,4.91,603,0.3064,0.088,0,1,41.4,4.02,0,1,0.335444,666,approve,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00926,broker,midwest,46.14,4.97,759,0.5237,0.489,0,2,49.2,5.33,1,1,0.294898,688,approve,HIGH_DTI,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00927,branch,northeast,113.48,16.89,688,0.0948,0.8214,1,1,70.0,6.81,0,0,0.314502,677,approve,HIGH_UTILIZATION,RECENT_DELINQUENCY,LOW_BUREAU_SCORE
APP-00928,direct,west,86.0,23.98,648,0.401,0.3899,1,5,45.0,3.46,1,1,0.640046,498,decline,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING,HIGH_DTI
APP-00929,branch,west,60.42,25.85,667,0.7283,0.7446,1,2,54.5,5.64,0,1,0.590153,525,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00930,branch,south,74.32,20.74,730,0.3351,0.8345,1,0,63.8,1.8,1,1,0.357002,654,approve,HIGH_UTILIZATION,RECENT_DELINQUENCY,HIGH_DTI
APP-00931,direct,northeast,48.11,4.86,745,0.1034,0.8367,0,1,72.4,4.81,0,1,0.164216,760,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00932,direct,west,115.2,7.45,624,0.6606,0.2512,3,2,34.4,3.58,1,1,0.851021,382,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-00933,broker,midwest,82.29,13.99,669,0.299,0.3095,1,0,49.5,6.45,0,0,0.304274,683,approve,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_DTI
APP-00934,broker,west,98.04,8.03,799,0.3158,0.5455,1,2,13.4,4.17,0,0,0.304218,683,approve,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00935,broker,west,84.95,21.62,697,0.6601,0.6454,0,0,56.4,4.62,0,0,0.286351,693,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00936,broker,west,115.4,11.23,671,0.1622,0.4769,0,0,58.2,6.43,0,0,0.192667,744,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00937,broker,west,46.42,8.89,699,0.06,0.526,0,1,49.3,3.78,0,0,0.15439,765,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING
APP-00938,direct,northeast,52.86,17.27,671,0.7136,0.6939,1,2,55.5,4.34,1,0,0.644098,496,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00939,direct,midwest,41.04,34.36,749,0.1718,0.9073,0,0,65.5,5.16,0,0,0.166427,758,approve,HIGH_UTILIZATION,HIGH_DTI,
APP-00940,direct,south,147.22,12.82,737,0.7283,0.1849,0,2,76.8,5.86,0,1,0.238358,719,approve,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00941,broker,south,109.63,16.72,734,0.2087,0.3044,0,3,22.8,3.49,0,1,0.164248,760,approve,RECENT_CREDIT_SEEKING,HIGH_DTI,HIGH_UTILIZATION
APP-00942,branch,midwest,52.79,35.0,702,0.467,0.5093,0,4,25.4,2.73,1,0,0.382238,640,review,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00943,direct,midwest,126.61,6.65,688,0.1309,0.8846,0,2,41.6,9.42,0,0,0.253105,711,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING
APP-00944,branch,northeast,51.86,25.1,664,0.4515,0.5594,1,2,62.9,6.83,1,1,0.55307,546,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00945,branch,northeast,122.94,14.71,617,0.748,0.2666,0,2,35.7,3.59,1,1,0.588137,527,decline,LOW_BUREAU_SCORE,HIGH_DTI,THIN_CREDIT_FILE
APP-00946,broker,south,30.44,16.55,575,0.4145,0.745,0,0,64.6,5.78,1,1,0.614377,512,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00947,broker,midwest,75.04,8.92,624,0.1841,0.425,4,3,58.9,1.6,1,1,0.869659,372,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING
APP-00948,branch,midwest,24.0,7.79,672,0.5367,0.1406,1,4,75.2,6.15,1,1,0.54474,550,decline,HIGH_DTI,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING
APP-00949,branch,northeast,53.39,10.86,628,0.2557,0.6828,0,2,51.8,4.78,1,1,0.474953,589,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00950,branch,northeast,87.03,23.49,718,0.508,0.2605,1,1,26.0,2.34,0,1,0.273416,700,approve,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00951,direct,west,77.38,10.24,705,0.3572,0.4207,0,1,44.7,3.95,0,0,0.1904,745,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00952,direct,midwest,144.57,21.43,682,0.2062,0.2093,0,0,53.7,6.08,0,0,0.154832,765,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00953,direct,south,69.37,13.62,690,0.518,0.8227,0,1,63.9,5.16,1,1,0.393553,634,review,HIGH_DTI,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00954,broker,south,24.0,14.59,663,0.6422,0.3886,0,2,2.0,6.21,1,0,0.495693,577,decline,HIGH_DTI,LOW_BUREAU_SCORE,THIN_CREDIT_FILE
APP-00955,direct,midwest,79.31,24.14,707,0.3812,0.865,0,1,45.7,4.38,1,1,0.317675,675,approve,HIGH_UTILIZATION,HIGH_DTI,THIN_CREDIT_FILE
APP-00956,broker,west,65.05,11.36,634,0.5779,0.4066,1,2,58.0,5.18,0,1,0.563358,540,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00957,direct,midwest,64.19,10.43,661,0.302,0.5027,0,0,58.9,3.18,0,0,0.246214,715,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00958,branch,west,75.83,18.49,620,0.3679,0.6229,0,0,50.1,5.35,0,1,0.377373,642,review,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00959,branch,midwest,138.65,11.77,611,0.5862,0.79,0,2,60.7,6.85,1,1,0.647136,494,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00960,branch,midwest,89.37,20.29,684,0.3862,0.611,0,1,46.2,2.24,0,0,0.261532,706,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00961,broker,west,92.32,13.5,755,0.4608,0.2525,0,3,53.6,7.51,0,1,0.207822,736,approve,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00962,direct,northeast,69.85,7.34,642,0.4966,0.4931,2,1,56.7,4.31,0,1,0.628814,504,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-00963,direct,west,113.75,16.43,712,0.3876,0.1536,1,0,66.1,6.93,0,0,0.216359,731,approve,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00964,branch,northeast,48.05,23.46,617,0.2716,0.2193,1,3,63.9,2.87,1,1,0.584548,528,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING
APP-00965,branch,west,96.67,6.74,673,0.2999,0.4809,0,1,36.0,8.34,0,0,0.242962,716,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00966,direct,west,74.31,10.38,668,0.4748,0.6371,0,2,46.5,6.04,0,1,0.354679,655,approve,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00967,broker,midwest,83.19,24.6,759,0.2378,0.3265,0,2,40.3,4.71,0,0,0.153171,766,approve,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00968,direct,west,68.29,21.39,735,0.492,0.8023,1,1,22.7,6.07,1,0,0.434577,611,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00969,direct,northeast,86.03,13.0,619,0.4264,0.4398,0,2,56.2,0.84,0,0,0.427357,615,review,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00970,direct,west,121.66,21.53,637,0.38,0.6755,0,0,70.7,5.21,0,1,0.34857,658,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00971,direct,south,73.76,15.44,585,0.1818,0.5645,0,1,48.4,3.07,0,1,0.427582,615,review,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00972,branch,west,24.0,17.24,673,0.4052,0.3783,1,1,27.3,4.93,1,1,0.446602,604,decline,HIGH_DTI,RECENT_DELINQUENCY,LOW_BUREAU_SCORE
APP-00973,broker,south,38.94,17.83,724,0.168,0.2573,1,1,48.9,7.24,0,0,0.188964,746,approve,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00974,direct,midwest,120.89,27.01,813,0.4961,0.9302,1,3,63.3,6.04,0,0,0.44054,608,decline,HIGH_UTILIZATION,HIGH_DTI,RECENT_DELINQUENCY
APP-00975,direct,west,45.62,11.97,673,0.5241,0.381,1,1,34.8,5.83,0,1,0.405403,627,review,HIGH_DTI,RECENT_DELINQUENCY,LOW_BUREAU_SCORE
APP-00976,branch,northeast,80.64,26.77,754,0.4064,0.6728,0,0,36.5,5.4,0,0,0.185825,748,approve,HIGH_DTI,HIGH_UTILIZATION,
APP-00977,direct,northeast,105.96,20.98,591,0.3319,0.7834,0,2,91.2,2.78,0,0,0.535929,555,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00978,branch,northeast,86.84,26.95,664,0.7846,0.5539,0,1,21.6,10.15,0,1,0.421456,618,review,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00979,branch,west,69.56,5.44,704,0.4289,0.2142,1,2,35.7,2.53,1,1,0.37527,644,review,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00980,direct,midwest,43.91,15.29,662,0.3999,0.885,0,1,95.0,6.59,1,1,0.439297,608,decline,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00981,direct,south,100.07,24.08,632,0.4821,0.361,0,2,43.4,2.36,1,0,0.478177,587,decline,LOW_BUREAU_SCORE,HIGH_DTI,THIN_CREDIT_FILE
APP-00982,branch,south,78.6,21.25,670,0.4344,0.6066,0,1,31.2,7.13,0,1,0.304176,683,approve,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00983,broker,northeast,118.17,22.42,679,0.5145,0.3878,1,0,27.7,4.24,0,1,0.357868,653,approve,HIGH_DTI,RECENT_DELINQUENCY,LOW_BUREAU_SCORE
APP-00984,branch,midwest,49.87,8.87,666,0.6413,0.9154,0,3,49.8,1.1,1,1,0.579373,531,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00985,broker,northeast,73.83,16.16,717,0.7353,0.7607,0,2,63.9,3.03,1,0,0.41412,622,review,HIGH_DTI,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00986,branch,northeast,102.64,22.1,687,0.2256,0.3443,1,4,56.3,3.09,0,1,0.361102,651,review,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING,LOW_BUREAU_SCORE
APP-00987,direct,northeast,75.62,17.3,678,0.2028,0.8258,0,0,70.2,4.63,0,0,0.234265,721,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00988,branch,northeast,59.2,19.2,681,0.4619,0.4732,0,2,51.6,2.7,0,1,0.293035,689,approve,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00989,branch,west,111.0,29.32,622,0.6139,0.4184,0,5,56.7,3.41,1,1,0.652518,491,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00990,broker,northeast,75.11,18.72,702,0.5592,0.5089,0,0,35.5,4.27,1,0,0.293837,688,approve,HIGH_DTI,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00991,direct,south,83.57,17.46,643,0.3926,0.2234,0,0,58.0,9.35,0,0,0.264917,704,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00992,direct,midwest,93.92,20.66,637,0.4907,0.4334,0,0,68.5,6.95,0,0,0.339974,663,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00993,branch,south,138.94,28.55,715,0.1876,0.976,1,0,60.8,3.72,0,1,0.278129,697,approve,HIGH_UTILIZATION,RECENT_DELINQUENCY,HIGH_DTI
APP-00994,direct,west,49.93,15.57,684,0.7668,0.5557,1,1,44.3,5.87,1,0,0.571849,535,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00995,broker,midwest,52.59,19.44,613,0.5513,0.2384,1,3,77.6,3.46,1,1,0.684308,474,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00996,direct,midwest,54.9,26.74,700,0.337,0.4042,1,2,52.4,2.63,0,1,0.315646,676,approve,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00997,branch,midwest,98.81,19.96,629,0.6203,0.408,0,1,32.2,4.24,0,1,0.427032,615,review,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00998,direct,northeast,138.11,8.64,590,0.4936,0.8653,0,2,69.6,4.13,0,0,0.606917,516,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00999,direct,south,85.73,20.49,738,0.3185,0.3675,0,3,73.6,6.16,0,1,0.191509,745,approve,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-01000,direct,west,82.24,32.7,727,0.3036,0.7388,1,3,59.6,4.07,0,0,0.344275,661,approve,HIGH_UTILIZATION,RECENT_DELINQUENCY,HIGH_DTI
APP-01001,broker,northeast,108.28,24.03,697,0.6066,0.5547,1,1,37.7,5.72,0,0,0.402586,629,review,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-01002,branch,south,59.8,17.82,684,0.8031,0.235,1,0,25.8,6.66,1,1,0.490277,580,decline,HIGH_DTI,RECENT_DELINQUENCY,LOW_BUREAU_SCORE
APP-01003,branch,midwest,135.14,22.34,711,0.3004,0.8567,0,0,22.1,5.42,0,0,0.203015,738,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_BUREAU_SCORE
APP-01004,branch,south,78.95,29.52,728,0.3273,0.5025,1,0,75.2,9.17,0,0,0.234245,721,approve,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-01005,broker,midwest,113.31,18.52,781,0.3407,0.5717,0,1,78.6,4.65,0,0,0.180457,751,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-01006,direct,west,64.42,6.87,718,0.4935,0.4071,1,1,90.0,5.44,0,0,0.292368,689,approve,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-01007,direct,west,79.1,19.6,623,0.4347,0.525,0,1,64.4,3.56,0,0,0.404058,628,review,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-01008,branch,south,110.11,22.15,748,0.5233,0.8398,1,1,33.0,2.64,0,1,0.37002,646,review,HIGH_DTI,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-01009,broker,west,90.47,19.3,790,0.1412,0.8115,0,1,90.6,2.59,0,0,0.16855,757,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-01010,direct,midwest,130.89,12.14,760,0.3993,0.6477,0,4,28.8,3.18,1,1,0.341592,662,approve,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-01011,branch,west,69.52,15.14,675,0.1203,0.4211,0,0,68.4,5.37,0,0,0.171569,756,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-01012,branch,south,53.4,12.87,624,0.3389,0.0652,0,2,99.3,4.42,0,0,0.320458,674,approve,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-01013,direct,midwest,76.47,27.7,730,0.4423,0.3049,2,3,50.2,6.77,1,0,0.516857,566,decline,RECENT_DELINQUENCY,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-01014,direct,midwest,100.24,26.03,649,0.3048,0.3742,2,1,58.5,0.45,1,0,0.606804,516,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-01015,branch,south,151.01,3.35,820,0.6283,0.6136,1,1,56.4,5.21,0,0,0.362251,651,review,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-01016,direct,south,79.91,16.62,702,0.3192,0.3059,1,1,33.8,3.44,1,1,0.332982,667,approve,RECENT_DELINQUENCY,HIGH_DTI,THIN_CREDIT_FILE
APP-01017,branch,northeast,71.46,17.81,619,0.3397,0.9311,0,0,34.6,7.47,0,1,0.427876,615,review,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-01018,broker,south,121.76,15.1,746,0.176,0.1267,0,3,37.6,2.28,0,0,0.139842,773,approve,RECENT_CREDIT_SEEKING,HIGH_DTI,HIGH_UTILIZATION
APP-01019,branch,northeast,107.57,3.0,720,0.6555,0.5701,0,2,72.4,4.43,0,1,0.276347,698,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-01020,direct,midwest,106.08,23.34,590,0.4,0.6848,0,1,33.7,2.39,0,1,0.509989,570,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-01021,direct,south,56.92,13.52,780,0.5523,0.863,0,3,91.8,6.16,0,0,0.321823,673,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-01022,direct,south,99.99,15.55,677,0.348,0.4728,0,1,42.0,8.94,0,0,0.245834,715,approve,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-01023,branch,midwest,110.17,6.11,642,0.5255,0.518,0,3,63.7,5.93,0,0,0.446464,604,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-01024,branch,west,119.93,18.98,660,0.5698,0.8721,0,0,59.5,6.2,0,1,0.385812,638,review,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-01025,branch,south,116.83,12.96,655,0.3797,0.3045,0,2,52.6,2.83,0,1,0.300818,685,approve,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-01026,branch,northeast,85.67,27.47,680,0.7221,0.8017,0,1,62.6,1.31,1,1,0.482904,584,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-01027,branch,west,47.74,12.02,644,0.3799,0.5116,0,1,74.5,6.69,0,0,0.332625,667,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-01028,direct,northeast,96.32,17.84,702,0.536,0.5912,0,0,25.1,4.72,0,0,0.236036,720,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-01029,broker,midwest,50.91,22.35,705,0.2952,0.3568,0,0,26.7,4.67,0,0,0.153203,766,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-01030,broker,south,78.76,8.11,636,0.6191,0.3949,2,2,85.0,4.27,0,0,0.692039,469,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-01031,broker,south,99.74,12.57,766,0.2556,0.2764,0,3,53.0,4.24,0,0,0.168728,757,approve,RECENT_CREDIT_SEEKING,HIGH_DTI,HIGH_UTILIZATION
APP-01032,direct,northeast,44.18,9.06,758,0.517,0.4698,0,0,87.4,6.45,0,0,0.184602,748,approve,HIGH_DTI,HIGH_UTILIZATION,
APP-01033,branch,south,77.94,17.19,688,0.5189,0.7654,1,0,48.9,2.55,1,1,0.486508,582,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-01034,branch,west,60.91,19.48,781,0.5315,0.2336,1,3,39.9,4.2,1,0,0.401813,629,review,HIGH_DTI,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING
APP-01035,branch,midwest,84.28,20.69,700,0.87,0.7222,1,1,37.3,5.45,0,0,0.513803,567,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-01036,branch,south,95.04,7.11,652,0.3246,0.4185,3,1,28.5,3.1,1,0,0.72959,449,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-01037,branch,northeast,92.49,21.41,730,0.2677,0.8462,0,0,67.3,3.86,0,0,0.178036,752,approve,HIGH_UTILIZATION,HIGH_DTI,
APP-01038,direct,west,94.03,10.83,726,0.6791,0.8781,0,1,65.3,4.87,0,0,0.304943,682,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-01039,direct,midwest,89.93,6.63,721,0.273,0.3603,0,0,85.8,3.78,0,0,0.130477,778,approve,HIGH_DTI,HIGH_UTILIZATION,
APP-01040,branch,midwest,55.45,28.66,684,0.5697,0.4928,0,2,52.1,7.15,0,1,0.320136,674,approve,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-01041,broker,midwest,80.89,26.87,670,0.3761,0.7992,0,3,66.7,4.92,0,0,0.378173,642,review,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-01042,branch,west,99.92,19.74,696,0.3397,0.532,0,1,64.3,6.03,0,0,0.215995,731,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-01043,direct,midwest,96.85,20.73,656,0.2534,0.0914,3,2,70.8,6.48,0,0,0.599312,520,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-01044,direct,south,109.93,23.61,730,0.5845,0.6893,0,0,20.1,5.32,0,1,0.232052,722,approve,HIGH_DTI,HIGH_UTILIZATION,SHORT_EMPLOYMENT_TENURE
APP-01045,branch,midwest,88.83,15.56,685,0.7968,0.6521,0,0,102.9,4.98,1,0,0.433684,611,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-01046,branch,south,109.49,3.0,687,0.4835,0.8646,1,2,70.4,3.58,0,0,0.478921,587,decline,HIGH_UTILIZATION,HIGH_DTI,RECENT_DELINQUENCY
APP-01047,branch,northeast,113.59,26.5,674,0.5574,0.5069,0,2,73.0,5.5,1,0,0.420163,619,review,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-01048,branch,south,72.12,17.74,663,0.1518,0.352,0,1,76.9,4.43,0,1,0.209565,735,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-01049,direct,west,112.54,16.93,738,0.5411,0.6684,0,1,35.9,4.39,1,1,0.30148,684,approve,HIGH_DTI,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-01050,direct,south,105.15,19.39,655,0.274,0.5451,0,2,36.2,3.92,0,0,0.310073,679,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-01051,broker,midwest,66.42,18.05,579,0.1967,0.2139,0,0,29.6,6.95,0,0,0.35258,656,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-01052,branch,west,132.82,14.54,663,0.1968,0.2857,0,4,23.5,7.03,0,0,0.284032,694,approve,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING,HIGH_DTI
APP-01053,branch,west,66.5,5.8,717,0.5791,0.5162,0,1,55.9,6.15,0,1,0.23067,723,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-01054,branch,south,61.57,12.32,779,0.3564,0.2527,1,1,11.8,5.04,0,0,0.24669,714,approve,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-01055,direct,south,132.83,14.74,702,0.4336,0.6497,0,5,63.0,8.41,0,0,0.350531,657,approve,RECENT_CREDIT_SEEKING,HIGH_DTI,HIGH_UTILIZATION
APP-01056,branch,south,108.99,16.45,704,0.4418,0.3105,0,1,61.2,3.69,0,0,0.196512,742,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-01057,direct,south,86.14,34.74,707,0.2608,0.684,1,3,46.6,4.69,0,0,0.353159,656,approve,RECENT_DELINQUENCY,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-01058,branch,west,74.61,9.64,659,0.2475,0.1908,1,4,66.0,9.07,0,0,0.410774,624,review,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING
APP-01059,broker,south,84.97,19.21,780,0.1057,0.5778,0,0,52.0,5.61,0,0,0.124177,782,approve,HIGH_UTILIZATION,HIGH_DTI,
APP-01060,direct,west,89.94,15.15,641,0.1643,0.7285,2,0,39.1,5.19,0,1,0.535882,555,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-01061,broker,south,128.68,16.71,706,0.4757,0.2894,0,1,31.9,4.61,1,0,0.255329,710,approve,HIGH_DTI,THIN_CREDIT_FILE,HIGH_UTILIZATION
APP-01062,branch,west,72.07,15.37,693,0.8069,0.612,1,0,48.3,6.46,0,0,0.457723,598,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
