loan_id,segment_id,segment_name,current_balance,orig_balance,remaining_term_quarters,risk_rating,fico,ltv_ratio,dti_ratio,dscr,utilization_rate,payment_shock_index,delinquency_flag,collateral_buffer,region
RRB-00347,commercial_and_industrial,Commercial and Industrial,1268487.71,1580688.28,8,6,625,0.2057,0.4161,1.2229,0.6673,0.2243,0,0.7658,Mountain
RRB-00348,commercial_and_industrial,Commercial and Industrial,1202515.59,1297981.11,12,7,681,0.5219,0.3271,1.5614,0.6568,0.05,0,0.9091,Northeast
RRB-00349,commercial_and_industrial,Commercial and Industrial,819808.13,1028810.82,12,8,655,0.6777,0.2223,1.2144,0.767,0.1734,0,0.9083,Northeast
RRB-00350,commercial_and_industrial,Commercial and Industrial,812214.47,1126101.59,13,8,648,0.6341,0.4014,1.0407,0.4654,0.1605,0,0.7503,Mountain
RRB-00351,commercial_and_industrial,Commercial and Industrial,1623645.68,2030482.41,9,9,692,0.6154,0.3672,1.0482,0.6689,0.1466,0,1.0754,Midwest
RRB-00352,commercial_and_industrial,Commercial and Industrial,1638006.31,2295984.87,5,7,716,0.5,0.2675,1.0865,0.524,0.1247,0,1.0642,Midwest
RRB-00353,commercial_and_industrial,Commercial and Industrial,782140.81,929845.13,14,6,651,0.3235,0.3019,1.231,0.3122,0.0714,0,0.8788,Northeast
RRB-00354,commercial_and_industrial,Commercial and Industrial,571630.25,680388.23,8,6,695,0.3893,0.1657,1.1011,0.7895,0.0797,0,0.7838,Northeast
RRB-00355,commercial_and_industrial,Commercial and Industrial,1244163.09,1610147.02,9,9,715,0.2168,0.2626,1.3203,0.4342,0.2516,0,0.8968,Northeast
RRB-00356,commercial_and_industrial,Commercial and Industrial,735157.33,905078.91,11,8,672,0.5117,0.2739,0.9901,0.3227,0.1793,0,0.8115,Southeast
RRB-00357,commercial_and_industrial,Commercial and Industrial,1685696.47,2328293.39,16,4,730,0.2426,0.3974,1.0212,0.8466,0.2176,0,0.8568,Southeast
RRB-00358,commercial_and_industrial,Commercial and Industrial,461668.01,652518.48,10,9,699,0.2562,0.3664,1.4878,0.557,0.1309,0,1.0243,Midwest
RRB-00359,commercial_and_industrial,Commercial and Industrial,261049.02,359062.75,4,7,628,0.4034,0.3432,1.0194,0.7908,0.155,0,1.1301,Mountain
RRB-00360,commercial_and_industrial,Commercial and Industrial,1485613.35,1996034.01,13,6,626,0.2318,0.2432,1.4512,0.5481,0.0973,0,0.9808,Mountain
RRB-00361,commercial_and_industrial,Commercial and Industrial,916279.3,1314332.84,6,7,682,0.644,0.2092,1.1759,0.6778,0.2264,0,0.8163,Southeast
RRB-00362,commercial_and_industrial,Commercial and Industrial,472204.95,596925.72,6,4,734,0.2331,0.4197,0.9769,0.4665,0.0754,0,1.1192,Northeast
RRB-00363,commercial_and_industrial,Commercial and Industrial,1069928.96,1307459.56,15,5,746,0.5353,0.3104,0.9658,0.8311,0.1061,1,0.9911,Mountain
RRB-00364,commercial_and_industrial,Commercial and Industrial,930923.64,1056884.34,4,5,648,0.6489,0.1988,0.895,0.3782,0.1683,0,1.0941,Southeast
RRB-00365,commercial_and_industrial,Commercial and Industrial,254976.47,368827.99,12,5,743,0.6622,0.3924,1.372,0.8181,0.1068,0,0.8763,Southeast
RRB-00366,commercial_and_industrial,Commercial and Industrial,1220254.58,1717235.77,16,8,681,0.2731,0.222,1.3923,0.6043,0.2461,0,1.0641,Midwest
RRB-00367,commercial_and_industrial,Commercial and Industrial,362746.76,393930.07,12,9,629,0.4261,0.2227,1.1445,0.3899,0.1564,0,1.087,Mountain
RRB-00368,commercial_and_industrial,Commercial and Industrial,605937.74,678538.36,5,7,719,0.3278,0.1778,1.5392,0.2888,0.2342,0,0.9233,Northeast
RRB-00369,commercial_and_industrial,Commercial and Industrial,657875.98,695310.73,10,7,659,0.4894,0.3805,1.2627,0.7192,0.1849,1,0.883,Midwest
RRB-00370,commercial_and_industrial,Commercial and Industrial,1189680.99,1596454.73,6,4,631,0.2851,0.2682,1.0531,0.4813,0.1477,1,1.0518,Mountain
RRB-00371,commercial_and_industrial,Commercial and Industrial,204089.26,249796.75,10,4,644,0.4732,0.4023,1.1657,0.7584,0.059,0,0.9032,Northeast
RRB-00372,commercial_and_industrial,Commercial and Industrial,1697329.22,2386126.69,11,4,679,0.5205,0.1738,1.4243,0.485,0.2743,0,1.0135,Northeast
RRB-00373,commercial_and_industrial,Commercial and Industrial,1720214.4,1955234.46,13,4,633,0.5641,0.2092,1.0754,0.6061,0.2752,0,1.0168,Southeast
RRB-00374,commercial_and_industrial,Commercial and Industrial,1092826.89,1277850.97,13,6,710,0.3696,0.1788,1.5245,0.3342,0.1334,1,0.8077,Midwest
RRB-00375,commercial_and_industrial,Commercial and Industrial,1480046.9,1954737.26,11,5,696,0.6721,0.2952,1.5445,0.7264,0.264,0,0.9913,Midwest
RRB-00376,commercial_and_industrial,Commercial and Industrial,795606.3,859521.72,12,9,730,0.6121,0.3181,1.5024,0.7953,0.1002,0,0.7823,Midwest
RRB-00377,commercial_and_industrial,Commercial and Industrial,956166.0,1204459.94,11,9,710,0.6458,0.3643,1.4816,0.6233,0.0556,0,0.8021,Northeast
RRB-00378,commercial_and_industrial,Commercial and Industrial,1371288.26,1681119.56,5,9,669,0.5222,0.2872,1.1366,0.4412,0.2787,0,1.1198,Northeast
RRB-00379,commercial_and_industrial,Commercial and Industrial,1174147.29,1683859.7,9,7,728,0.3442,0.2285,1.3426,0.8291,0.2326,0,0.8155,Northeast
RRB-00380,commercial_and_industrial,Commercial and Industrial,616156.99,663771.59,6,8,663,0.5251,0.232,1.4009,0.3397,0.1336,0,0.9771,Northeast
RRB-00381,commercial_and_industrial,Commercial and Industrial,1297449.01,1739161.4,10,7,623,0.6044,0.3861,0.8875,0.6737,0.279,0,0.9807,Southeast
RRB-00382,commercial_and_industrial,Commercial and Industrial,1086869.56,1461993.9,11,5,674,0.6072,0.4112,1.4616,0.7989,0.276,0,0.977,Southeast
RRB-00383,commercial_and_industrial,Commercial and Industrial,687921.5,873514.11,13,8,708,0.3164,0.2408,1.0154,0.8028,0.1428,1,0.7805,Midwest
RRB-00384,commercial_and_industrial,Commercial and Industrial,1220002.77,1618310.38,4,9,647,0.5551,0.2403,1.0671,0.4162,0.1221,0,1.0396,Southeast
RRB-00385,commercial_and_industrial,Commercial and Industrial,1525849.92,1908839.6,16,8,724,0.2102,0.3346,0.9215,0.6083,0.0571,0,1.1254,Midwest
RRB-00386,commercial_and_industrial,Commercial and Industrial,1354993.1,1559768.41,4,6,694,0.2179,0.4124,1.2238,0.4168,0.0974,0,1.1429,Northeast
RRB-00387,commercial_and_industrial,Commercial and Industrial,850908.98,1046018.57,6,5,696,0.6003,0.2431,0.9266,0.7995,0.2347,0,0.9429,Midwest
RRB-00388,commercial_and_industrial,Commercial and Industrial,842433.92,907015.56,5,8,691,0.2577,0.2931,0.9207,0.7125,0.0716,0,0.9664,Midwest
RRB-00389,commercial_and_industrial,Commercial and Industrial,1225799.64,1336770.36,5,9,682,0.3251,0.4012,1.2399,0.8585,0.1829,0,1.0004,Southeast
RRB-00390,commercial_and_industrial,Commercial and Industrial,1663146.85,2095177.39,11,5,751,0.5625,0.4147,1.0597,0.3628,0.038,0,0.9519,Northeast
RRB-00391,commercial_and_industrial,Commercial and Industrial,1169707.62,1540763.59,15,8,700,0.5286,0.2549,1.2275,0.8227,0.175,0,0.8977,Northeast
RRB-00392,commercial_and_industrial,Commercial and Industrial,346492.08,422696.59,7,5,715,0.2527,0.2437,1.0424,0.3084,0.0821,0,0.8976,Southeast
RRB-00393,commercial_and_industrial,Commercial and Industrial,1149221.47,1634695.82,11,6,713,0.2438,0.3414,0.9792,0.6983,0.2697,0,0.8608,Mountain
RRB-00394,commercial_and_industrial,Commercial and Industrial,1681992.44,2405528.68,10,9,710,0.5577,0.3605,1.207,0.4177,0.2665,0,0.7947,Mountain
RRB-00395,commercial_and_industrial,Commercial and Industrial,997645.91,1439810.0,9,4,695,0.2258,0.3388,1.4258,0.3228,0.0385,0,0.9038,Mountain
RRB-00396,commercial_and_industrial,Commercial and Industrial,1158458.19,1678527.31,16,7,629,0.2782,0.1848,1.0956,0.3995,0.1216,0,1.1486,Northeast
RRB-00397,commercial_and_industrial,Commercial and Industrial,819240.05,891946.69,14,6,675,0.2845,0.3198,1.3793,0.692,0.118,0,0.8617,Mountain
RRB-00398,commercial_and_industrial,Commercial and Industrial,689405.07,789046.68,10,7,718,0.3094,0.388,1.4803,0.3705,0.0309,0,1.0683,Southeast
RRB-00399,commercial_and_industrial,Commercial and Industrial,1262101.63,1374302.59,14,9,704,0.2621,0.2769,1.411,0.658,0.103,0,0.8486,Mountain
RRB-00400,commercial_and_industrial,Commercial and Industrial,1141721.82,1493482.41,14,4,665,0.4526,0.1946,0.9051,0.625,0.1114,0,0.9017,Northeast
RRB-00401,commercial_and_industrial,Commercial and Industrial,362752.17,512282.67,4,8,674,0.2924,0.2395,1.4716,0.3939,0.0854,0,0.8694,Northeast
RRB-00402,commercial_and_industrial,Commercial and Industrial,1028480.06,1413225.33,6,7,671,0.6326,0.2812,1.0681,0.7034,0.0679,0,0.8009,Mountain
RRB-00403,commercial_and_industrial,Commercial and Industrial,1401644.04,1706920.32,16,9,638,0.231,0.189,1.524,0.4146,0.0482,0,1.0414,Northeast
RRB-00404,commercial_and_industrial,Commercial and Industrial,1550855.44,1892095.27,16,4,718,0.3283,0.2583,1.3473,0.8291,0.1723,0,0.8808,Midwest
RRB-00405,commercial_and_industrial,Commercial and Industrial,1735625.92,2118489.71,13,5,662,0.4162,0.2685,0.958,0.4463,0.1644,0,1.1429,Southeast
RRB-00406,commercial_and_industrial,Commercial and Industrial,318839.09,354398.79,15,5,667,0.2242,0.3014,0.9156,0.7887,0.0874,0,0.7656,Midwest
RRB-00407,commercial_and_industrial,Commercial and Industrial,897158.69,1002194.42,5,4,689,0.573,0.3089,0.9759,0.408,0.192,0,0.858,Midwest
RRB-00408,commercial_and_industrial,Commercial and Industrial,1310226.9,1766845.83,10,6,676,0.5825,0.2404,1.1284,0.4941,0.0489,0,0.8727,Southeast
RRB-00409,commercial_and_industrial,Commercial and Industrial,398871.1,436131.02,8,8,631,0.3563,0.2448,1.1919,0.2904,0.2594,0,1.1494,Southeast
RRB-00410,commercial_and_industrial,Commercial and Industrial,308402.89,375015.01,6,4,681,0.4848,0.4119,1.5128,0.4573,0.1672,0,1.0599,Midwest
RRB-00411,commercial_and_industrial,Commercial and Industrial,996770.67,1279538.59,6,9,705,0.3122,0.2427,1.1013,0.8059,0.1357,0,0.8593,Northeast
RRB-00412,commercial_and_industrial,Commercial and Industrial,926281.43,1066989.92,14,5,749,0.2747,0.3681,1.5366,0.8073,0.242,0,0.945,Mountain
RRB-00413,commercial_and_industrial,Commercial and Industrial,848828.54,1038430.88,6,5,633,0.673,0.297,1.029,0.858,0.0995,0,1.1376,Midwest
RRB-00414,commercial_and_industrial,Commercial and Industrial,1667606.04,2256233.43,8,5,652,0.5984,0.2661,1.4232,0.6952,0.1826,0,0.7677,Southeast
RRB-00415,commercial_and_industrial,Commercial and Industrial,1193872.39,1443942.06,4,7,700,0.6537,0.2318,1.4104,0.3707,0.1784,0,1.1229,Southeast
RRB-00416,commercial_and_industrial,Commercial and Industrial,1230637.75,1462871.44,13,8,735,0.4472,0.202,1.1564,0.4353,0.0573,0,1.0117,Midwest
RRB-00417,commercial_and_industrial,Commercial and Industrial,445055.02,607458.8,11,6,710,0.3884,0.16,1.1382,0.3212,0.0338,0,0.8555,Southeast
RRB-00418,commercial_and_industrial,Commercial and Industrial,221623.88,242366.0,15,4,760,0.5027,0.3972,1.5614,0.3585,0.2207,1,0.9178,Midwest
RRB-00419,commercial_and_industrial,Commercial and Industrial,1300665.92,1711392.28,13,4,630,0.3812,0.2028,1.5736,0.7693,0.0383,0,0.9454,Southeast
RRB-00420,commercial_and_industrial,Commercial and Industrial,949462.84,1339971.27,8,9,657,0.3827,0.1859,1.1569,0.3725,0.225,0,1.1207,Mountain
RRB-00421,commercial_and_industrial,Commercial and Industrial,1553637.43,1641106.79,13,6,733,0.3931,0.3872,1.416,0.8217,0.1133,0,1.076,Midwest
RRB-00422,commercial_and_industrial,Commercial and Industrial,918431.13,1324880.33,16,7,676,0.5966,0.4181,1.5699,0.4716,0.1404,0,0.9065,Northeast
RRB-00423,commercial_and_industrial,Commercial and Industrial,1176428.67,1663048.86,6,4,667,0.4992,0.3826,1.2006,0.7129,0.1155,0,0.8659,Mountain
RRB-00424,commercial_and_industrial,Commercial and Industrial,1323761.68,1498880.28,9,4,624,0.3642,0.24,1.352,0.6253,0.1579,0,0.935,Southeast
RRB-00425,commercial_and_industrial,Commercial and Industrial,1122897.72,1501455.52,6,4,633,0.6536,0.3558,0.9861,0.3014,0.256,0,0.7721,Southeast
RRB-00426,commercial_and_industrial,Commercial and Industrial,1357770.54,1773527.44,9,5,687,0.4707,0.413,1.2952,0.7775,0.2523,0,0.8999,Midwest
RRB-00427,commercial_and_industrial,Commercial and Industrial,301888.33,368988.09,10,5,657,0.4908,0.4118,1.3465,0.7155,0.0406,0,0.9706,Midwest
RRB-00428,commercial_and_industrial,Commercial and Industrial,226110.61,317238.2,15,8,690,0.4883,0.3372,1.0676,0.4398,0.2364,0,1.0525,Midwest
RRB-00429,commercial_and_industrial,Commercial and Industrial,237118.1,279358.32,6,7,685,0.4507,0.3729,1.4504,0.2966,0.2035,0,0.8848,Midwest
RRB-00430,commercial_and_industrial,Commercial and Industrial,287457.1,350022.1,6,7,642,0.3869,0.3328,1.0127,0.4157,0.2567,0,0.8203,Mountain
RRB-00431,commercial_and_industrial,Commercial and Industrial,888055.53,1242179.7,13,7,697,0.4857,0.2675,1.1416,0.3027,0.0649,0,0.8828,Midwest
RRB-00432,commercial_and_industrial,Commercial and Industrial,720857.57,825812.4,11,9,635,0.2521,0.3207,1.4351,0.6155,0.2682,0,1.0717,Midwest
RRB-00433,commercial_and_industrial,Commercial and Industrial,554555.8,619747.82,11,9,710,0.52,0.2426,0.9753,0.6351,0.1709,0,0.8451,Mountain
RRB-00434,commercial_and_industrial,Commercial and Industrial,1329421.57,1762566.26,7,6,676,0.4507,0.3679,1.0505,0.6783,0.2611,0,1.0202,Midwest
RRB-00435,commercial_and_industrial,Commercial and Industrial,1203950.97,1327232.23,10,4,757,0.6599,0.3685,1.2046,0.4136,0.2037,0,0.8874,Southeast
RRB-00436,commercial_and_industrial,Commercial and Industrial,671885.1,705497.34,7,9,657,0.5831,0.2925,1.1559,0.8038,0.2628,0,0.7987,Northeast
RRB-00437,commercial_and_industrial,Commercial and Industrial,1499253.8,2145548.48,13,5,729,0.509,0.223,1.3335,0.8111,0.1479,0,0.8255,Mountain
RRB-00438,commercial_and_industrial,Commercial and Industrial,1066271.8,1331759.9,5,5,690,0.6488,0.1993,1.0535,0.6311,0.0793,0,0.9859,Mountain
RRB-00439,commercial_and_industrial,Commercial and Industrial,936745.32,1135651.56,14,9,650,0.2824,0.3919,1.4005,0.5287,0.1609,0,0.7604,Midwest
RRB-00440,commercial_and_industrial,Commercial and Industrial,1592533.02,2012254.17,7,6,692,0.5128,0.2544,1.5361,0.58,0.0426,0,0.793,Midwest
RRB-00441,commercial_and_industrial,Commercial and Industrial,1102237.84,1530576.46,12,4,684,0.6619,0.2734,1.1778,0.7456,0.1557,0,0.7994,Northeast
RRB-00442,commercial_and_industrial,Commercial and Industrial,233546.54,335917.51,4,6,713,0.5981,0.1652,1.2283,0.6068,0.112,0,1.0327,Mountain
RRB-00443,commercial_and_industrial,Commercial and Industrial,668683.25,963362.89,10,8,714,0.4002,0.2036,1.0389,0.4624,0.0894,0,0.909,Northeast
RRB-00444,commercial_and_industrial,Commercial and Industrial,1675234.37,1768955.6,12,6,670,0.3811,0.4072,1.4402,0.6986,0.0419,0,0.8128,Midwest
RRB-00445,commercial_and_industrial,Commercial and Industrial,217106.97,242220.83,12,5,711,0.2731,0.3073,1.4211,0.7003,0.1882,0,1.0969,Southeast
RRB-00446,commercial_and_industrial,Commercial and Industrial,1504378.67,2012483.62,14,5,621,0.4854,0.3263,1.1022,0.3249,0.1129,0,1.0465,Southeast
RRB-00447,commercial_and_industrial,Commercial and Industrial,1103242.91,1434399.97,15,6,723,0.2176,0.2438,0.9359,0.5508,0.0625,0,0.8267,Southeast
RRB-00448,commercial_and_industrial,Commercial and Industrial,1367621.15,1820309.49,6,9,668,0.5629,0.2128,1.1362,0.7817,0.2637,0,1.0249,Midwest
RRB-00449,commercial_and_industrial,Commercial and Industrial,1380020.88,1864128.93,7,7,641,0.4883,0.3921,1.2308,0.4941,0.0339,0,0.7805,Midwest
RRB-00450,commercial_and_industrial,Commercial and Industrial,1610345.47,2090900.12,11,5,633,0.6064,0.1626,0.9656,0.5422,0.0862,0,0.8399,Mountain
RRB-00451,commercial_and_industrial,Commercial and Industrial,472776.78,684679.4,6,8,684,0.6112,0.3014,1.5456,0.4815,0.1621,0,1.087,Midwest
RRB-00452,commercial_and_industrial,Commercial and Industrial,970536.18,1345485.16,8,5,759,0.5917,0.2995,1.1237,0.5822,0.2548,0,1.1212,Southeast
RRB-00453,commercial_and_industrial,Commercial and Industrial,726640.5,806357.19,9,9,669,0.2091,0.3608,1.2936,0.6451,0.2444,0,0.9394,Midwest
RRB-00454,commercial_and_industrial,Commercial and Industrial,892712.39,992633.49,7,9,723,0.3029,0.1884,1.4904,0.4546,0.1707,0,0.9998,Mountain
RRB-00455,commercial_and_industrial,Commercial and Industrial,1520255.15,2000696.74,12,7,736,0.6789,0.1918,1.2527,0.4336,0.0438,0,1.1132,Midwest
RRB-00456,commercial_and_industrial,Commercial and Industrial,875833.31,1164530.64,6,7,656,0.6303,0.1695,1.2117,0.6859,0.213,0,0.809,Midwest
RRB-00457,commercial_and_industrial,Commercial and Industrial,277247.92,372876.5,9,9,664,0.4337,0.3011,0.9818,0.4186,0.1001,0,1.143,Mountain
RRB-00458,commercial_and_industrial,Commercial and Industrial,1385890.93,1946847.05,12,7,662,0.2833,0.2866,0.9908,0.6636,0.1351,0,0.9866,Southeast
RRB-00459,commercial_and_industrial,Commercial and Industrial,944970.62,1347747.97,7,9,653,0.6432,0.3419,0.9276,0.6864,0.1234,0,1.0017,Southeast
RRB-00460,commercial_and_industrial,Commercial and Industrial,1023870.24,1171310.86,10,4,693,0.2343,0.3452,1.2335,0.5931,0.2747,1,0.831,Mountain
RRB-00461,commercial_and_industrial,Commercial and Industrial,205750.92,286600.05,8,9,654,0.5294,0.1643,0.9401,0.8413,0.1795,0,0.8528,Midwest
RRB-00462,commercial_and_industrial,Commercial and Industrial,525773.4,735645.0,9,7,660,0.5336,0.4126,1.316,0.4302,0.2127,0,1.005,Midwest
RRB-00463,commercial_and_industrial,Commercial and Industrial,524812.86,636229.33,7,6,753,0.5042,0.2135,1.3319,0.8273,0.142,1,1.0779,Southeast
RRB-00464,commercial_and_industrial,Commercial and Industrial,1216685.69,1660680.85,9,9,684,0.5435,0.4105,1.4871,0.5984,0.1324,1,0.9347,Mountain
RRB-00465,commercial_and_industrial,Commercial and Industrial,1458001.23,1584941.01,5,6,703,0.5092,0.2173,0.9364,0.4661,0.1957,0,0.8615,Northeast
RRB-00466,commercial_and_industrial,Commercial and Industrial,383609.34,434066.37,16,6,667,0.5249,0.3496,1.3049,0.8098,0.2194,0,1.1339,Southeast
RRB-00467,commercial_and_industrial,Commercial and Industrial,676749.91,742898.99,11,9,713,0.6004,0.1815,1.2639,0.5215,0.156,0,0.8617,Northeast
RRB-00468,commercial_and_industrial,Commercial and Industrial,1500248.71,2166802.54,15,5,719,0.5049,0.315,1.2366,0.3175,0.2522,0,1.0765,Midwest
RRB-00469,commercial_and_industrial,Commercial and Industrial,152820.7,179531.46,4,8,721,0.3509,0.4046,0.9603,0.6742,0.2463,0,0.9461,Northeast
RRB-00470,commercial_and_industrial,Commercial and Industrial,155062.17,183562.61,8,5,716,0.3253,0.3901,1.3043,0.8528,0.1325,0,1.0187,Mountain
RRB-00471,commercial_and_industrial,Commercial and Industrial,551322.86,621025.79,11,6,693,0.6445,0.3911,0.983,0.4907,0.1763,1,0.8404,Midwest
RRB-00472,commercial_and_industrial,Commercial and Industrial,1275932.38,1569520.72,9,9,691,0.503,0.3693,1.4914,0.597,0.2539,0,0.9962,Southeast
RRB-00473,commercial_and_industrial,Commercial and Industrial,229385.8,306614.99,14,9,716,0.4023,0.1995,0.9929,0.3633,0.1389,0,0.9213,Mountain
RRB-00474,commercial_and_industrial,Commercial and Industrial,1005756.6,1425776.87,12,7,742,0.2986,0.1676,0.9218,0.7032,0.1885,0,1.0074,Mountain
RRB-00475,commercial_and_industrial,Commercial and Industrial,1235004.49,1320595.77,12,4,658,0.3713,0.361,1.0166,0.7003,0.1983,0,0.9492,Northeast
RRB-00476,commercial_and_industrial,Commercial and Industrial,971641.22,1400219.42,11,5,724,0.3928,0.2413,0.9066,0.2809,0.0866,0,1.0691,Mountain
RRB-00477,commercial_and_industrial,Commercial and Industrial,1742457.15,1897058.06,15,4,684,0.3491,0.2702,1.5626,0.5806,0.2756,1,0.9365,Southeast
RRB-00478,commercial_and_industrial,Commercial and Industrial,647811.27,693711.45,11,5,744,0.5683,0.4114,0.8806,0.8255,0.267,0,0.9821,Mountain
RRB-00479,commercial_and_industrial,Commercial and Industrial,1149473.38,1295360.35,13,4,738,0.5878,0.2727,0.9181,0.47,0.1272,0,1.0298,Southeast
RRB-00480,commercial_and_industrial,Commercial and Industrial,258345.08,337284.82,6,7,674,0.4331,0.3408,1.4004,0.462,0.1112,0,0.8204,Mountain
RRB-00481,commercial_and_industrial,Commercial and Industrial,1416312.8,1760412.05,14,9,667,0.6611,0.2423,0.9839,0.8297,0.1975,0,1.0978,Northeast
RRB-00482,commercial_and_industrial,Commercial and Industrial,599036.42,705820.7,12,6,622,0.3727,0.3289,1.2371,0.7139,0.0353,0,0.8188,Southeast
RRB-00483,commercial_and_industrial,Commercial and Industrial,1071780.16,1129971.16,10,9,751,0.6727,0.2765,1.2131,0.4331,0.1285,0,0.9184,Southeast
RRB-00484,commercial_and_industrial,Commercial and Industrial,125323.14,155556.41,11,4,668,0.2708,0.2011,1.336,0.8036,0.2421,0,0.7923,Southeast
RRB-00485,commercial_and_industrial,Commercial and Industrial,1037674.95,1401456.7,6,8,659,0.27,0.1898,1.5212,0.8546,0.1971,0,0.9961,Northeast
RRB-00486,commercial_and_industrial,Commercial and Industrial,1201994.06,1513748.62,14,7,632,0.6064,0.4105,1.2401,0.7352,0.2378,0,0.8886,Northeast
RRB-00487,commercial_and_industrial,Commercial and Industrial,226554.08,241355.41,11,8,702,0.2772,0.367,1.2463,0.3508,0.0838,1,0.8066,Midwest
RRB-00488,commercial_and_industrial,Commercial and Industrial,987221.21,1313013.23,5,8,733,0.5341,0.1919,0.9337,0.3347,0.2251,0,1.1282,Northeast
RRB-00489,commercial_and_industrial,Commercial and Industrial,1369852.01,1769025.88,10,4,726,0.6145,0.2944,1.4717,0.4488,0.2005,0,1.0898,Midwest
RRB-00490,commercial_and_industrial,Commercial and Industrial,1762841.99,1990581.14,6,6,697,0.675,0.3328,0.929,0.741,0.1078,0,0.8967,Northeast
RRB-00491,commercial_and_industrial,Commercial and Industrial,1160892.15,1491691.14,14,7,698,0.6637,0.4034,1.3747,0.5511,0.1667,0,1.1001,Midwest
RRB-00492,commercial_and_industrial,Commercial and Industrial,1623444.26,2304094.15,12,4,658,0.4461,0.2857,1.2363,0.4376,0.0918,0,1.0193,Northeast
RRB-00493,commercial_and_industrial,Commercial and Industrial,1290136.51,1635849.0,16,4,658,0.2773,0.3197,1.5291,0.6162,0.0605,0,0.9131,Northeast
RRB-00494,commercial_and_industrial,Commercial and Industrial,221017.29,277347.95,7,4,729,0.4174,0.3219,1.0847,0.6737,0.0627,0,0.8063,Mountain
RRB-00495,commercial_and_industrial,Commercial and Industrial,1678247.99,2358330.87,4,7,663,0.2179,0.4107,1.3635,0.646,0.1333,1,0.9402,Midwest
RRB-00496,commercial_and_industrial,Commercial and Industrial,456445.65,593490.35,13,4,675,0.4595,0.2689,1.2156,0.8103,0.1414,0,0.9709,Southeast
RRB-00497,commercial_and_industrial,Commercial and Industrial,566065.6,613563.14,6,8,656,0.5925,0.4135,1.2465,0.6817,0.1996,0,0.7642,Southeast
RRB-00498,commercial_and_industrial,Commercial and Industrial,647107.03,771990.72,4,5,668,0.5091,0.418,1.0846,0.7441,0.2198,0,0.7666,Mountain
RRB-00499,commercial_and_industrial,Commercial and Industrial,308448.38,349015.85,8,8,699,0.5526,0.3826,1.123,0.3929,0.1094,1,0.8934,Southeast
RRB-00500,commercial_and_industrial,Commercial and Industrial,1660934.49,2289061.04,5,5,695,0.2625,0.2518,1.5016,0.6008,0.2669,0,0.9826,Northeast
RRB-00501,commercial_and_industrial,Commercial and Industrial,420271.42,442925.34,6,8,655,0.5918,0.4155,1.5537,0.7932,0.1769,0,0.9157,Mountain
RRB-00502,commercial_and_industrial,Commercial and Industrial,1524884.61,2136190.24,12,5,751,0.3493,0.2266,1.2277,0.8057,0.2186,0,1.0872,Midwest
RRB-00503,commercial_and_industrial,Commercial and Industrial,313460.71,387229.33,7,8,633,0.2836,0.2639,1.4652,0.6547,0.2729,0,0.9443,Midwest
RRB-00504,commercial_and_industrial,Commercial and Industrial,974885.3,1368440.47,8,6,719,0.5964,0.3543,1.011,0.8196,0.2027,0,0.8106,Northeast
RRB-00505,commercial_and_industrial,Commercial and Industrial,1033179.52,1142127.83,12,8,694,0.2215,0.3351,1.2912,0.6396,0.0967,0,1.114,Southeast
RRB-00506,commercial_and_industrial,Commercial and Industrial,1157114.14,1547798.07,9,6,635,0.5289,0.2705,0.9827,0.6822,0.0399,0,1.0524,Mountain
RRB-00507,commercial_and_industrial,Commercial and Industrial,666595.21,920544.07,14,9,725,0.3065,0.1882,1.2167,0.547,0.2433,0,0.9848,Mountain
RRB-00508,commercial_and_industrial,Commercial and Industrial,1027679.32,1444832.74,13,5,670,0.5939,0.1638,0.9757,0.3093,0.0835,0,0.7658,Mountain
RRB-00509,commercial_and_industrial,Commercial and Industrial,1608546.33,1963275.35,16,6,631,0.3272,0.3805,0.8989,0.7869,0.1496,0,0.755,Mountain
RRB-00510,commercial_and_industrial,Commercial and Industrial,1330766.73,1415980.11,11,6,637,0.2341,0.4127,1.0075,0.454,0.2338,0,0.793,Northeast
RRB-00511,commercial_and_industrial,Commercial and Industrial,1031822.27,1149832.67,9,8,758,0.3187,0.2369,1.2199,0.7918,0.1977,0,0.8285,Midwest
RRB-00512,commercial_and_industrial,Commercial and Industrial,1000591.47,1273661.28,14,6,625,0.4681,0.2235,1.1011,0.5302,0.2497,0,1.0524,Midwest
RRB-00513,commercial_and_industrial,Commercial and Industrial,421293.61,452003.12,7,5,674,0.3902,0.1688,1.075,0.5102,0.1886,0,0.9978,Northeast
RRB-00514,commercial_and_industrial,Commercial and Industrial,495502.05,604783.79,6,6,759,0.5851,0.3347,1.33,0.4526,0.2296,0,0.9033,Southeast
RRB-00515,commercial_and_industrial,Commercial and Industrial,1677957.35,2223573.7,16,6,754,0.2437,0.1931,1.5785,0.8503,0.2538,0,1.0039,Southeast
RRB-00516,commercial_and_industrial,Commercial and Industrial,627271.61,808241.83,14,5,620,0.2176,0.2351,1.5406,0.6524,0.2763,0,0.9159,Mountain
RRB-00517,commercial_and_industrial,Commercial and Industrial,470959.71,565590.23,12,6,624,0.2775,0.3267,1.4168,0.6819,0.0622,0,0.9146,Southeast
RRB-00518,commercial_and_industrial,Commercial and Industrial,234062.25,323445.3,4,8,674,0.3984,0.2975,1.5512,0.8219,0.075,0,0.9689,Midwest
