application_id,channel,region,annual_income_k,requested_amount_k,bureau_score,dti_ratio,utilization_rate,delinquency_12m,inquiries_6m,employment_tenure_mo,recent_cash_buffer_mo,thin_file_flag,target_default,pd_estimate,score,decision,reason_1,reason_2,reason_3
APP-00757,direct,northeast,109.77,7.4,675,0.4322,0.6323,1,3,37.5,3.78,1,1,0.714545,457,decline,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00758,broker,northeast,45.66,14.94,678,0.3254,0.8585,0,2,77.5,6.83,0,0,0.387693,637,review,HIGH_UTILIZATION,HIGH_DTI,LOW_BUREAU_SCORE
APP-00759,direct,northeast,82.61,34.16,762,0.4405,0.7701,1,1,34.4,4.79,1,1,0.551845,546,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00760,direct,south,87.3,22.32,598,0.2821,0.4334,0,2,78.8,1.68,1,1,0.70573,462,decline,LOW_BUREAU_SCORE,THIN_CREDIT_FILE,LOW_CASH_BUFFER
APP-00761,direct,west,103.09,25.33,679,0.4406,0.638,0,3,49.8,3.82,0,1,0.46484,594,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00762,branch,west,57.24,5.85,684,0.4426,0.6679,0,1,36.9,6.08,0,0,0.344653,660,review,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00763,direct,south,71.67,15.66,665,0.6105,0.7734,0,2,18.1,1.21,1,1,0.726036,451,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00764,direct,northeast,105.57,18.76,627,0.3362,0.5769,1,3,49.6,3.07,0,1,0.686812,472,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_DTI
APP-00765,branch,northeast,82.52,12.01,734,0.689,0.2465,0,1,80.4,5.74,0,0,0.276065,698,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00766,branch,south,102.85,25.18,739,0.6735,0.6747,0,3,71.3,5.85,0,0,0.400908,630,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00767,direct,midwest,115.92,18.7,680,0.535,0.8982,2,4,31.7,2.19,1,1,0.880738,366,decline,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00768,branch,south,76.26,14.75,630,0.6587,0.2463,0,2,41.5,3.9,0,1,0.550254,547,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00769,broker,northeast,66.81,19.59,654,0.7777,0.35,1,1,12.2,6.18,0,1,0.618366,510,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00770,broker,midwest,90.26,26.5,663,0.5399,0.6001,1,1,74.6,2.73,1,1,0.725048,451,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00771,direct,midwest,31.37,32.04,660,0.5303,0.3656,0,2,21.2,4.31,1,0,0.578596,532,decline,HIGH_DTI,LOW_BUREAU_SCORE,THIN_CREDIT_FILE
APP-00772,direct,midwest,134.81,11.64,672,0.5031,0.5338,1,2,73.3,6.06,0,1,0.529649,559,decline,HIGH_DTI,RECENT_DELINQUENCY,LOW_BUREAU_SCORE
APP-00773,branch,south,84.08,21.71,617,0.3085,0.9619,0,0,42.1,2.19,1,1,0.685512,473,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00774,direct,south,105.64,9.61,644,0.3588,0.4769,1,0,100.7,4.09,0,1,0.515012,567,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_DTI
APP-00775,broker,south,99.21,16.61,708,0.5318,0.372,1,2,73.2,8.32,0,0,0.420242,619,decline,HIGH_DTI,RECENT_DELINQUENCY,RECENT_CREDIT_SEEKING
APP-00776,broker,northeast,118.43,18.09,679,0.5487,0.4962,0,1,11.2,8.77,0,1,0.38407,639,review,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00777,broker,south,62.44,19.22,777,0.1189,0.7517,0,0,90.1,4.75,0,0,0.198929,741,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_CASH_BUFFER
APP-00778,direct,midwest,117.02,24.0,623,0.2556,0.5158,0,0,65.9,2.61,0,0,0.444349,606,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00779,direct,south,120.07,27.31,689,0.4814,0.5617,0,0,75.5,5.63,0,0,0.304486,683,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00780,direct,midwest,93.01,10.83,710,0.4396,0.6049,0,1,80.2,8.07,0,0,0.278373,697,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00781,direct,midwest,143.86,26.71,692,0.2467,0.4552,1,2,57.8,6.35,0,0,0.383545,639,review,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
APP-00782,direct,northeast,146.09,14.25,621,0.5479,0.2596,2,2,66.1,1.86,1,0,0.868739,372,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_DTI
APP-00783,branch,west,120.72,23.94,595,0.2204,0.4613,1,1,2.0,4.95,1,0,0.752745,436,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00784,direct,west,132.19,17.91,667,0.1381,0.1385,0,0,44.6,6.32,0,0,0.198136,741,approve,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00785,branch,northeast,68.9,21.88,793,0.0998,0.2953,1,1,51.0,4.8,0,0,0.250548,712,approve,RECENT_DELINQUENCY,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00786,direct,south,41.75,17.89,771,0.221,0.2792,0,0,59.2,2.92,0,0,0.191627,745,approve,HIGH_DTI,LOW_CASH_BUFFER,HIGH_UTILIZATION
APP-00787,branch,west,114.59,21.45,696,0.3435,0.467,0,1,58.9,7.09,0,0,0.261323,706,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00788,broker,northeast,121.24,14.21,724,0.5728,0.4166,0,1,44.2,4.13,1,0,0.416486,621,decline,HIGH_DTI,THIN_CREDIT_FILE,HIGH_UTILIZATION
APP-00789,direct,west,75.29,17.75,671,0.0973,0.4298,1,0,84.1,4.57,0,1,0.347492,659,review,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00790,direct,south,138.17,16.99,674,0.3404,0.4104,0,2,30.7,4.73,1,0,0.474975,589,decline,THIN_CREDIT_FILE,LOW_BUREAU_SCORE,HIGH_DTI
APP-00791,direct,northeast,39.04,25.73,702,0.5559,0.7198,0,1,69.3,8.41,0,0,0.34608,660,review,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00792,direct,midwest,81.17,18.58,754,0.2769,0.435,0,1,37.2,5.43,1,1,0.303981,683,approve,THIN_CREDIT_FILE,HIGH_DTI,HIGH_UTILIZATION
APP-00793,branch,south,103.83,14.56,660,0.7167,0.5628,1,4,22.1,4.17,1,1,0.819099,399,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING
APP-00794,branch,south,43.31,20.2,722,0.3745,0.6981,1,2,56.4,2.75,1,1,0.596934,522,decline,RECENT_DELINQUENCY,THIN_CREDIT_FILE,HIGH_UTILIZATION
APP-00795,broker,west,116.33,3.47,722,0.331,0.3553,0,1,72.4,5.29,1,0,0.309358,680,approve,THIN_CREDIT_FILE,HIGH_DTI,HIGH_UTILIZATION
APP-00796,branch,midwest,118.41,11.44,752,0.5018,0.4982,1,1,43.4,4.77,1,0,0.52292,562,decline,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00797,branch,west,53.84,19.91,608,0.3194,0.8063,0,0,98.3,7.05,0,0,0.479265,586,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00798,branch,south,37.44,20.8,747,0.358,0.682,0,2,66.9,4.08,0,0,0.312091,678,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00799,branch,south,40.65,21.75,621,0.2043,0.4041,0,2,54.7,4.92,1,1,0.557205,544,decline,LOW_BUREAU_SCORE,THIN_CREDIT_FILE,HIGH_UTILIZATION
APP-00800,direct,northeast,113.65,19.27,722,0.3814,0.2703,1,1,106.6,6.42,0,1,0.298794,686,approve,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00801,direct,south,133.87,28.11,690,0.3233,0.675,0,1,89.5,6.18,0,0,0.298652,686,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_BUREAU_SCORE
APP-00802,direct,northeast,59.03,17.36,693,0.2724,0.7577,0,3,2.4,3.61,1,0,0.573236,535,decline,HIGH_UTILIZATION,THIN_CREDIT_FILE,RECENT_CREDIT_SEEKING
APP-00803,branch,northeast,69.8,16.81,703,0.4148,0.4477,0,2,61.2,7.64,0,0,0.291153,690,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00804,branch,south,133.74,24.57,725,0.199,0.7588,0,2,2.0,6.9,0,0,0.282508,695,approve,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING,HIGH_DTI
APP-00805,branch,northeast,63.06,25.38,703,0.4338,0.4941,0,0,30.7,2.44,1,1,0.4303,613,decline,HIGH_DTI,THIN_CREDIT_FILE,HIGH_UTILIZATION
APP-00806,branch,south,58.11,10.14,770,0.2038,0.2203,0,2,74.1,9.27,0,0,0.182097,750,approve,RECENT_CREDIT_SEEKING,HIGH_DTI,HIGH_UTILIZATION
APP-00807,branch,west,171.86,12.05,699,0.4355,0.3878,0,2,62.3,8.04,0,1,0.296004,687,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00808,direct,south,136.72,19.64,716,0.5949,0.2327,0,1,87.8,7.65,0,0,0.253353,711,approve,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00809,branch,northeast,89.92,9.89,760,0.4981,0.6134,0,3,18.2,4.33,1,1,0.504731,572,decline,HIGH_DTI,THIN_CREDIT_FILE,HIGH_UTILIZATION
APP-00810,branch,west,71.93,16.52,741,0.2701,0.5665,0,1,12.7,5.18,0,1,0.243303,716,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00811,broker,south,114.53,22.72,700,0.5629,0.4813,0,0,50.5,5.07,0,0,0.302051,684,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00812,branch,midwest,82.3,12.79,603,0.5586,0.2223,0,3,66.0,1.64,0,1,0.660707,487,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00813,direct,midwest,119.75,15.98,761,0.4452,0.7082,0,2,50.2,4.53,0,0,0.332366,667,review,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00814,direct,northeast,59.28,23.19,800,0.2791,0.6234,0,1,20.1,8.23,0,1,0.228501,724,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00815,direct,midwest,84.46,27.8,628,0.2023,0.6144,2,0,34.9,7.81,1,1,0.725822,451,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,THIN_CREDIT_FILE
APP-00816,broker,west,56.56,23.32,704,0.3263,0.6597,0,0,47.0,6.61,0,0,0.242143,717,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_BUREAU_SCORE
APP-00817,direct,midwest,73.96,12.05,726,0.6744,0.434,0,3,45.9,9.35,0,0,0.3567,654,review,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00818,direct,northeast,109.55,13.09,670,0.5511,0.6938,0,2,75.2,6.67,0,0,0.449774,603,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00819,branch,midwest,108.95,13.83,627,0.3407,0.466,0,2,97.1,6.22,0,0,0.446826,604,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00820,branch,midwest,101.66,14.26,691,0.1225,0.7507,0,2,53.2,2.44,0,0,0.351805,657,review,HIGH_UTILIZATION,LOW_CASH_BUFFER,LOW_BUREAU_SCORE
APP-00821,branch,northeast,46.58,18.64,656,0.2762,0.4916,1,2,93.4,1.91,1,1,0.696099,467,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00822,direct,northeast,123.74,13.77,713,0.4065,0.6785,0,0,37.9,3.66,0,0,0.288726,691,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_CASH_BUFFER
APP-00823,branch,west,63.02,27.94,596,0.3222,0.7236,0,1,17.3,3.31,1,1,0.716719,456,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00824,branch,midwest,67.06,17.36,724,0.4272,0.4813,1,1,55.3,5.97,1,1,0.468462,592,decline,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00825,branch,northeast,82.49,27.67,764,0.1423,0.1601,0,2,44.0,4.96,0,0,0.177539,752,approve,RECENT_CREDIT_SEEKING,HIGH_DTI,HIGH_UTILIZATION
APP-00826,branch,midwest,60.1,9.99,637,0.2795,0.5299,0,2,26.8,6.98,0,1,0.414103,622,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00827,direct,midwest,61.34,34.36,754,0.3419,0.502,1,1,46.0,4.16,0,0,0.361225,651,review,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00828,broker,south,127.83,18.79,665,0.2203,0.4884,2,1,46.0,5.21,0,1,0.558783,543,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00829,direct,northeast,124.19,18.73,712,0.6995,0.4458,1,5,77.3,2.33,1,0,0.763521,430,decline,HIGH_DTI,RECENT_CREDIT_SEEKING,RECENT_DELINQUENCY
APP-00830,branch,northeast,125.55,23.06,766,0.2778,0.346,1,1,69.7,5.57,0,0,0.29012,690,approve,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00831,branch,south,53.56,11.84,699,0.4339,0.8057,0,0,78.3,2.46,0,0,0.371724,646,review,HIGH_UTILIZATION,HIGH_DTI,LOW_CASH_BUFFER
APP-00832,branch,northeast,79.1,32.05,619,0.5414,0.6952,0,5,20.9,4.43,0,1,0.707622,461,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00833,direct,northeast,34.31,18.94,561,0.4612,0.8583,4,0,73.0,6.02,1,1,0.960862,322,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00834,direct,west,116.87,11.21,662,0.87,0.7551,0,0,46.7,4.53,0,1,0.548156,549,decline,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00835,branch,midwest,52.57,11.39,696,0.2382,0.8955,0,1,53.3,6.48,0,1,0.296454,687,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_BUREAU_SCORE
APP-00836,direct,midwest,80.48,20.55,691,0.4828,0.6302,0,3,27.4,4.29,0,0,0.436941,610,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00837,broker,northeast,113.62,17.09,739,0.7319,0.5528,0,0,18.9,3.75,0,0,0.353734,655,review,HIGH_DTI,HIGH_UTILIZATION,LOW_CASH_BUFFER
APP-00838,direct,west,79.19,16.21,730,0.3448,0.7099,1,3,65.4,3.02,0,0,0.492029,579,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,HIGH_DTI
APP-00839,broker,south,103.95,16.35,726,0.6378,0.4844,0,5,54.3,5.98,0,1,0.420902,619,decline,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00840,direct,west,99.3,16.05,600,0.4608,0.2798,1,0,55.3,5.14,0,0,0.597558,521,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00841,branch,south,77.14,28.67,663,0.2133,0.403,0,3,54.9,4.71,1,0,0.494928,578,decline,LOW_BUREAU_SCORE,THIN_CREDIT_FILE,RECENT_CREDIT_SEEKING
APP-00842,branch,northeast,81.26,5.18,698,0.3686,0.4846,1,0,44.9,5.73,0,0,0.35227,656,review,RECENT_DELINQUENCY,HIGH_DTI,HIGH_UTILIZATION
APP-00843,direct,south,79.41,20.43,684,0.4236,0.8517,1,0,49.2,2.36,0,1,0.543454,551,decline,HIGH_UTILIZATION,HIGH_DTI,RECENT_DELINQUENCY
APP-00844,broker,south,122.92,21.7,600,0.3256,0.628,0,0,70.8,6.76,0,1,0.468785,592,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00845,branch,west,99.54,26.69,773,0.4492,0.7686,0,4,45.1,3.81,0,0,0.424734,616,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00846,branch,west,109.49,13.0,644,0.4598,0.307,0,2,58.0,8.32,0,0,0.414947,622,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00847,branch,south,90.86,17.3,697,0.2916,0.4546,1,2,57.6,2.54,1,0,0.587891,527,decline,RECENT_DELINQUENCY,THIN_CREDIT_FILE,HIGH_DTI
APP-00848,broker,northeast,85.06,22.47,634,0.4676,0.7918,1,0,78.2,4.13,0,1,0.62922,504,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00849,direct,midwest,51.59,32.25,650,0.1139,0.311,1,1,76.0,5.33,0,0,0.398083,631,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00850,branch,south,87.69,13.1,771,0.3035,0.7569,0,2,58.7,5.87,0,0,0.275244,699,approve,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00851,branch,northeast,80.09,21.5,627,0.4893,0.7343,1,3,23.6,1.75,0,1,0.772566,425,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00852,direct,west,67.72,21.39,616,0.453,0.418,1,1,54.3,3.5,1,0,0.75465,435,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00853,branch,south,110.46,18.65,680,0.3998,0.8529,0,3,31.2,3.83,0,0,0.487916,582,decline,HIGH_UTILIZATION,HIGH_DTI,RECENT_CREDIT_SEEKING
APP-00854,broker,south,57.21,17.86,711,0.2743,0.6886,0,1,71.0,3.74,0,0,0.286062,693,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_CASH_BUFFER
APP-00855,branch,northeast,91.92,20.2,679,0.2509,0.5357,1,0,18.0,3.77,0,0,0.423222,617,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00856,direct,south,56.89,23.36,688,0.1637,0.4529,0,0,56.0,4.81,0,1,0.224813,726,approve,HIGH_UTILIZATION,LOW_BUREAU_SCORE,HIGH_DTI
APP-00857,branch,south,52.51,11.72,699,0.7379,0.5936,1,2,71.9,7.2,0,0,0.549828,548,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00858,branch,northeast,97.55,19.17,664,0.6194,0.8346,1,0,2.0,3.57,1,1,0.769006,427,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00859,direct,west,78.24,16.64,761,0.7265,0.4396,1,1,28.1,5.32,0,0,0.446165,605,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00860,broker,west,115.85,13.72,666,0.7339,0.921,0,0,81.4,5.45,0,1,0.50331,573,decline,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00861,branch,west,98.27,18.07,695,0.1944,0.7744,0,3,48.4,6.1,0,1,0.327388,670,review,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING,HIGH_DTI
APP-00862,branch,west,69.51,32.95,778,0.2893,0.4815,0,0,61.7,5.92,0,0,0.18659,747,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_CASH_BUFFER
APP-00863,broker,south,89.76,9.56,686,0.1536,0.5325,0,3,51.6,3.17,1,0,0.476178,588,decline,THIN_CREDIT_FILE,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00864,broker,south,132.86,17.32,595,0.5732,0.7616,0,1,69.6,5.58,0,0,0.628237,504,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00865,direct,midwest,102.56,30.93,678,0.5011,0.0896,0,2,53.6,2.0,0,0,0.394568,633,decline,HIGH_DTI,LOW_BUREAU_SCORE,LOW_CASH_BUFFER
APP-00866,branch,midwest,91.84,20.26,622,0.3093,0.3684,3,3,39.9,4.79,1,1,0.88524,363,decline,RECENT_DELINQUENCY,LOW_BUREAU_SCORE,THIN_CREDIT_FILE
APP-00867,branch,south,76.41,7.84,653,0.5902,0.2546,1,0,49.5,1.51,0,0,0.584948,528,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_DELINQUENCY
APP-00868,branch,northeast,51.48,19.06,710,0.3035,0.6841,1,3,53.0,6.12,0,1,0.432165,612,decline,RECENT_DELINQUENCY,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00869,branch,midwest,62.88,22.05,723,0.6817,0.859,1,2,80.9,1.88,1,1,0.729265,449,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00870,branch,midwest,116.31,30.59,674,0.3665,0.6251,0,0,56.5,2.82,0,0,0.371132,646,review,HIGH_DTI,LOW_BUREAU_SCORE,HIGH_UTILIZATION
APP-00871,broker,south,102.47,21.83,658,0.3479,0.2931,1,3,35.3,3.04,1,0,0.689142,471,decline,LOW_BUREAU_SCORE,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00872,direct,west,113.56,31.35,670,0.0695,0.1433,0,0,40.5,6.57,0,1,0.180296,751,approve,LOW_BUREAU_SCORE,HIGH_UTILIZATION,HIGH_DTI
APP-00873,direct,south,45.96,11.59,774,0.2359,0.8786,0,3,72.9,6.19,0,0,0.301621,684,approve,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING,HIGH_DTI
APP-00874,branch,northeast,75.59,15.97,728,0.4778,0.6278,0,3,47.0,6.04,0,0,0.33053,668,review,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00875,branch,northeast,84.76,16.68,752,0.6308,0.8456,1,5,66.1,2.74,0,1,0.678533,477,decline,HIGH_DTI,RECENT_CREDIT_SEEKING,HIGH_UTILIZATION
APP-00876,direct,northeast,46.03,13.29,690,0.5411,0.6242,1,1,4.2,5.75,1,1,0.648398,493,decline,HIGH_DTI,RECENT_DELINQUENCY,THIN_CREDIT_FILE
APP-00877,branch,south,64.12,11.05,626,0.6704,0.7537,0,1,57.6,4.44,1,1,0.720879,454,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00878,branch,west,67.52,12.63,733,0.5827,0.4027,1,1,61.2,7.51,0,0,0.37926,641,review,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00879,direct,northeast,144.45,17.84,640,0.3462,0.5838,0,0,34.3,6.82,0,0,0.370446,646,review,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00880,direct,midwest,101.12,18.08,652,0.3255,0.7219,0,2,40.6,5.36,1,0,0.567336,538,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,THIN_CREDIT_FILE
APP-00881,broker,northeast,57.58,13.47,684,0.8125,0.7,1,1,54.6,1.66,1,1,0.783465,419,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00882,broker,northeast,29.37,24.7,638,0.4675,0.7736,0,3,10.6,5.56,1,1,0.704417,463,decline,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00883,direct,northeast,107.01,28.44,707,0.3421,0.3747,0,0,60.9,5.3,0,0,0.214954,732,approve,HIGH_DTI,HIGH_UTILIZATION,LOW_BUREAU_SCORE
APP-00884,direct,northeast,78.69,26.72,681,0.87,0.5906,3,2,13.7,4.92,1,1,0.907532,351,decline,RECENT_DELINQUENCY,HIGH_DTI,THIN_CREDIT_FILE
APP-00885,branch,midwest,147.32,16.55,741,0.241,0.381,0,3,58.9,2.8,0,0,0.287377,692,approve,RECENT_CREDIT_SEEKING,HIGH_DTI,LOW_CASH_BUFFER
APP-00886,direct,midwest,83.26,9.78,669,0.4238,0.6634,1,1,93.2,3.99,0,1,0.544968,550,decline,HIGH_DTI,RECENT_DELINQUENCY,LOW_BUREAU_SCORE
APP-00887,branch,west,89.27,18.83,706,0.0768,0.5612,1,2,60.7,3.31,0,1,0.37341,645,review,RECENT_DELINQUENCY,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00888,branch,west,53.73,19.04,692,0.1769,0.5246,1,6,34.2,3.99,0,0,0.556161,544,decline,RECENT_CREDIT_SEEKING,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00889,direct,northeast,60.3,19.87,694,0.261,0.1695,0,2,68.3,4.94,0,0,0.248066,714,approve,HIGH_DTI,RECENT_CREDIT_SEEKING,LOW_BUREAU_SCORE
APP-00890,branch,south,100.97,25.35,698,0.5371,0.3614,0,1,33.4,1.66,1,0,0.504506,573,decline,HIGH_DTI,THIN_CREDIT_FILE,LOW_CASH_BUFFER
APP-00891,branch,midwest,72.02,7.5,688,0.6477,0.7219,0,3,50.6,3.6,0,1,0.530331,558,decline,HIGH_DTI,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00892,broker,midwest,113.16,19.79,657,0.4886,0.2586,0,2,72.7,4.72,0,1,0.411939,623,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING
APP-00893,branch,west,116.67,13.2,743,0.4144,0.5327,0,0,47.4,6.1,0,0,0.217846,730,approve,HIGH_DTI,HIGH_UTILIZATION,
APP-00894,direct,northeast,104.87,12.03,651,0.2563,0.846,0,4,59.6,6.35,0,0,0.498333,576,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_CREDIT_SEEKING
APP-00895,direct,northeast,114.81,14.58,668,0.2672,0.4381,0,2,22.9,6.73,0,0,0.324978,671,review,LOW_BUREAU_SCORE,HIGH_DTI,HIGH_UTILIZATION
APP-00896,broker,south,112.93,14.31,717,0.4286,0.3916,1,2,76.1,3.93,0,1,0.414264,622,decline,HIGH_DTI,RECENT_DELINQUENCY,HIGH_UTILIZATION
APP-00897,branch,northeast,95.19,21.67,599,0.3566,0.8095,1,1,44.4,4.77,0,1,0.696097,467,decline,LOW_BUREAU_SCORE,HIGH_UTILIZATION,RECENT_DELINQUENCY
APP-00898,branch,west,54.46,12.21,635,0.7325,0.6508,1,5,12.5,5.26,1,1,0.877298,367,decline,HIGH_DTI,LOW_BUREAU_SCORE,RECENT_CREDIT_SEEKING
APP-00899,direct,west,98.08,18.29,660,0.4531,0.291,1,3,43.5,4.14,1,0,0.692832,469,decline,LOW_BUREAU_SCORE,HIGH_DTI,RECENT_DELINQUENCY
APP-00900,branch,midwest,150.88,18.61,701,0.2242,0.5897,0,1,47.0,4.97,0,0,0.256714,709,approve,HIGH_UTILIZATION,HIGH_DTI,LOW_BUREAU_SCORE
